reviewerID,asin,reviewerName,reviewText,unixReviewTime,reviewTime,day_diff,helpful,helpful_yes,total_vote
A16PH8I60IGM4F,B007WTAJTO,A. GONZALEZ MEDINA,"Lot of questions about this memory card fitting the Samsung Galaxy Tab 3 10.1 tablet.  It fits and works no problem at all. The only thing is that after installing, instead of showing 64GB available, it only shows 59GB.Tried formatting the card but with same results.Have no idea if this is a limit set by the the Galaxy Tab 3 tablet, or is it just &#34;normal&#34; to buy 64GB and get less than that.As this is surely not a problem coming from the Sandisk memory card, my rating is a 5-STAR.  Excellent price, works great, and very quick delivery.",1392595200,2014-02-17,294,"[0, 0]",0,0
A39P69WIIWU2TI,B007WTAJTO,Agustin,"When it comes to any kind of flash storage SanDisk has always been my go to brand because they sell quality items and stand by them if there's a problem. So as usual no complaints here, it works as descried and I haven't have any issues. Both read and write speeds are right where the specs say they should be.",1395792000,2014-03-26,257,"[0, 0]",0,0
A388EEY36LRQNL,B007WTAJTO,Agustin Mangialavori,"High speed, high capacity of storage. Great durability. I use in my phone and in my digital camera. Work very good",1370908800,2013-11-06,397,"[0, 0]",0,0
AGQFB60B5A1E8,B007WTAJTO,A. Gutierrez,THis memory helps me to keep all what I want to keep on my cell phone.It is a good brand and its on the right price.,1398038400,2014-04-21,231,"[0, 0]",0,0
A1JOXGZH55JMHW,B007WTAJTO,A. Hejazi,"I bought this SD card for my android phone thinking that a class 10 will be faster and more reliable than others. it turns out, the difference in class doesn't really matter at least for Android phones. didn't really worth the price difference",1386806400,2013-12-12,361,"[0, 0]",0,0
A292JUY8KQV3EB,B007WTAJTO,A.,The SanDisk 32GB Micro SD Class 10 is a reliable SD card with amazing transfer speeds. There is no noticeable lag transfering even the largest RAW images to it. Hadn't had any problem with it.,1365811200,2013-04-13,604,"[0, 0]",0,0
A35NR2GQWMQ31K,B007WTAJTO,ahhsimon,good card. work as describes. haven't had any issue with it or going pass metal detectors. no lost files or missing files.,1391644800,2014-06-02,189,"[0, 0]",0,0
ATZX92WLL9OK0,B007WTAJTO,Aileen Nguyen,"Bought this to store music on my phone. Works flawlessly after three months so far, no problems.In my card reader, I average 6-8 megabytes read and write to it.",1395792000,2014-03-26,257,"[0, 0]",0,0
A837QPVOZ9YAD,B007WTAJTO,Airedad,"I'm amazed.  I ordered this from Amazon on Tuesday morning, and it arrived with Wednesday's mail.  VERY impressive service from Amazon!As has already been reported, the card formats out to > 59 Gb, and it performs perfectly in my Samsung Galaxy S III (which is also new).  Using two card readers on a fast PC, I transferred everything from my old 16GB card to the new 64 GB card in less time than it took to walk to the kitchen and get a cup of coffee.  So I think the Class 10 rating is correct on the card.Once I have some experience with the card in the phone, I'll benchmark the card and I'll also benchmark operations such as internally backing up my Android phone to the card.  Then I'll update this review with some accurate numerical data.  But in the mean time on first look, the person who said that the S 3 has problems with anything faster than class 6 may not have been correct - a full backup of the phone to the card was significantly faster than the backup with the old 16GB class 6 card.  Again no benchmarks yet but once I have them I'll include them here.Right now I'm very happy with this card and I'm really impressed - both with the card and with the unbelievably quick service from Amazon (and I'm in Atlanta where shipments like this one often take the full 3 days to arrive).",1343174400,2012-07-25,866,"[15, 21]",15,21
A1PKJZRYCZFIGJ,B007WTAJTO,ajb03,"Excellent, one of the best, can't go wrong with this card, class 10 is necessary and shows noticeable but not significant improvements over class 4",1387756800,2013-12-23,350,"[0, 0]",0,0
AG7K6P2FN006,B007WTAJTO,ajb,"I bought the 64GB MicroSD card at Best Buy because I needed one for my Microsoft Surface Pro. It provides all the space I need and for people who need a lot of space (videos, Quick Books, picture editing, games, etc.) this card is the one for you. If you don't need that much space, consider buying one for cheaper with a little less memory.NOTE: Be aware that this is a MicroSDXC format card. While most new computers support this format, many of the older computers do not (This includes all but a few tablets and smartphones). Before buying this, MAKE SURE your computer, tablet, or smartphone is compatible. If it is not, it will not work, period. For others who claim that the card doesn't work no matter what they try, chances are their machine cannot support MicroSDXC format.",1364169600,2013-03-25,623,"[4, 4]",4,4
A1N7LGUPJWWQS9,B007WTAJTO,A.J. Matheson,"I got this because I just couldn't pass up the deal, $17.99. It has been incredibly fast in my HTC Sensation 4g. Pictures are taken and saved instantaneously. Only had it a few days, but have been very happy. Shipping was fast and the packaging was easy to open which is always great in my book. Only issue I had was I had to format it on my computer first before my phone was able to recognize it.",1353888000,2012-11-26,742,"[0, 0]",0,0
A20MEC7JYD5U11,B007WTAJTO,A.J.O. From California,"You get a lot of storage at a small price. the micro sd with adapter, class 10 so it's fast . I am happy with this purchase and You will be too. I hope this review is helpful!",1400889600,2014-05-24,198,"[0, 0]",0,0
ARMG4L2GLW25A,B007WTAJTO,A. J. Stavsky,"The Ultra micro SDHC was fine once I got it working. Neither the packaging nor the Sansa Clip player inform the user that the player needs to be totally off before the microcard is inserted. If not, the unit will not read the card!  Otherwise? Love it and the storage for even 16 GB, let alone 32, is tremendous...",1385337600,2013-11-25,378,"[0, 0]",0,0
